MAC,starttime,endtime,station,strongsignal,weaksignal,times,diff,mobiledevice
d8:bb:2c:3e:9b:73,10.35,09.08,87,-54,0,0,0,Y
d8:cf:9c:56:d0:c1,13.46,17.09,203,-31,0,0,0,Y
d8:d1:cb:a6:0b:17,11.44,12.56,71,-52,-86,4,34,Y
dc:37:14:d3:5c:e0,10.19,11.18,58,-53,-84,15,31,Y
dc:3e:f8:e9:7a:6c,15.59,17.17,78,-46,-81,2,35,Y
dc:6d:cd:09:99:fb,10.35,11.2,44,-54,-88,30,34,Y
dc:6d:cd:0e:bc:48,15.26,15.42,15,-34,-79,5,45,Y
dc:6d:cd:0e:f9:85,10.5,10.57,7,-51,0,0,0,Y
dc:6d:cd:18:bd:3b,12.08,13.2,72,-59,-77,7,18,Y
dc:6d:cd:22:ba:c4,17.46,17.57,11,-48,-51,2,3,Y
dc:6d:cd:23:02:2f,14.38,15.11,32,-51,-83,26,32,Y
dc:6d:cd:24:e0:5a,14.42,14.56,13,-52,-86,9,34,Y
dc:6d:cd:2d:0e:9a,09.08,17.31,502,-48,-76,21,28,Y
dc:6d:cd:2d:0e:9a,09.05,17.46,520,-49,-74,25,25,Y
dc:6d:cd:2d:0e:9a,09.00,17.49,528,-50,-81,14,31,Y
dc:6d:cd:2d:0e:9a,09.01,17.57,536,-51,-78,15,27,Y
dc:6d:cd:3b:9a:79,09.00,16.29,449,-47,-87,2,40,Y
dc:6d:cd:41:6f:db,09.40,11.02,81,-44,-86,1,42,Y
dc:6d:cd:43:40:17,09.45,09.59,14,-50,-89,17,39,Y
dc:6d:cd:43:40:17,13.51,14.52,60,-55,0,0,0,Y
dc:6d:cd:43:40:c7,17.27,17.33,5,-51,-85,7,34,Y
dc:6d:cd:4f:fe:8d,16.14,16.23,9,-53,-87,8,34,Y
dc:6d:cd:50:4c:3a,09.19,09.26,6,-55,-87,3,32,Y
dc:6d:cd:5d:56:4e,16.53,16.4,13,-51,-82,6,31,Y
dc:6d:cd:64:e5:19,09.16,17.27,491,-54,-65,8,11,Y
dc:6d:cd:64:e5:19,09.13,17.28,495,-50,-89,11,39,Y
dc:6d:cd:70:ce:46,12.58,13.22,24,-53,0,0,0,Y
dc:6d:cd:74:16:fd,11.26,11.52,26,-52,-80,4,28,Y
dc:6d:cd:82:cb:9c,10.43,13.19,156,-51,-90,6,39,Y
dc:6d:cd:84:e9:b2,09.01,16.51,469,-55,-59,4,4,Y
dc:6d:cd:90:dc:65,10.17,10.48,31,-52,0,0,0,Y
dc:6d:cd:97:f7:cc,16.09,14.22,107,-55,0,0,0,Y
dc:6d:cd:dc:e2:57,09.13,09.50,36,-51,-88,6,37,Y
dc:6d:cd:df:64:e7,11.51,11.56,5,-58,-64,3,6,Y
dc:6d:cd:f3:31:88,10.57,13.06,129,-54,-64,2,10,Y
dc:6d:cd:f3:31:88,09.30,14.08,277,-55,-87,15,32,Y
dc:6d:cd:f7:67:44,11.15,11.42,27,-53,-87,19,34,Y
dc:6d:cd:fb:1f:da,12.11,12.44,32,-54,-88,5,34,Y
dc:6d:cd:fb:b6:c3,13.46,13.57,10,-40,0,0,0,Y
e0:ac:cb:c1:a1:2b,17.33,17.57,23,-52,-72,5,20,Y
e0:ee:1b:af:de:a0,09.16,11.07,111,-32,-85,11,53,Y
e4:5a:a2:06:01:aa,14.55,13.38,77,-53,0,0,0,Y
e4:5a:a2:85:29:5c,11.07,10.52,15,-54,-81,2,27,Y
e4:5a:a2:92:c0:46,09.59,15.14,315,-57,0,0,0,Y
e4:5a:a2:af:d0:5b,10.14,10.38,24,-55,0,0,0,Y
e4:5a:a2:b2:fe:cc,17.27,17.32,5,-52,-81,2,29,Y
e4:5a:a2:b9:ce:06,14.31,14.55,23,-47,0,0,0,Y
e4:5a:a2:be:c2:a4,12.41,13.29,48,-55,0,0,0,Y
e4:5a:a2:c7:df:06,09.10,09.45,35,-41,-87,9,46,Y
e4:5a:a2:ca:50:32,16.45,16.38,6,-35,-88,8,53,Y
e4:ce:8f:c6:7f:95,09.21,11.46,144,-53,-88,9,35,Y
e4:ce:8f:c6:7f:95,09.21,13.5,268,-57,-80,10,23,Y
e8:15:0e:95:20:3c,15.42,15.21,21,-49,0,0,0,Y
e8:8d:28:ce:00:88,09.03,17.03,480,-52,0,0,0,Y
ec:5a:86:91:35:fe,14.38,15.11,33,-54,-84,14,30,Y
ec:df:3a:61:01:54,14.14,15.22,68,-54,-77,1,23,Y
ec:df:3a:6a:19:90,15.33,15.49,15,-49,-77,25,28,Y
ec:df:3a:8b:7c:9a,12.03,12.08,5,-55,-83,1,28,Y
ec:df:3a:91:8b:aa,14.59,15.1,10,-56,-80,1,24,Y
ec:df:3a:b4:a1:02,11.46,12.38,51,-53,-84,29,31,Y
ec:df:3a:be:f8:4a,13.29,16.39,190,-50,0,0,0,Y
ec:df:3a:d3:3b:64,15.5,16.19,29,-59,0,0,0,Y
ec:df:3a:ff:01:58,12.51,15.17,145,-53,-87,7,34,Y
f0:1b:6c:02:e0:20,13.1,15.52,161,-53,0,0,0,Y
f0:1b:6c:22:f5:38,09.43,10.59,75,-54,-85,1,31,Y
f0:1b:6c:dc:01:68,09.50,10.03,12,-45,-78,6,33,Y
f0:1b:6c:dc:dd:0e,09.17,09.54,36,-55,-93,10,38,Y
f0:1b:6c:eb:5b:1a,14.57,15.15,17,-53,-79,14,26,Y
f0:1b:6c:eb:64:e8,11.51,11.46,5,-46,-83,19,37,Y
f4:29:81:1d:83:a2,09.06,11.11,125,-54,-85,13,31,Y
f4:29:81:c2:c6:89,09.08,12.01,173,-49,-83,1,34,Y
f4:29:81:c2:e1:a3,09.39,09.50,10,-56,-76,5,20,Y
f4:29:81:c2:e1:a3,09.00,13.3,270,-58,-74,9,16,Y
f4:37:b7:19:5a:4d,12.11,12.37,25,-54,-55,1,1,Y
f8:cf:c5:e0:1c:67,09.45,10.15,30,-54,-87,7,33,Y
fc:1a:11:1b:75:34,11.35,12.08,33,-55,-67,4,12,Y
fc:1a:11:23:9a:c0,14.47,15.01,13,-43,-79,13,36,Y
fc:1a:11:30:9a:d6,11.31,12.04,32,-51,-56,1,5,Y
fc:1a:11:59:c8:0c,09.08,14.22,314,-53,-71,2,18,Y
fc:1a:11:82:a5:6a,11.49,14.49,179,-56,-85,5,29,Y
fc:1a:11:82:a5:6a,12.03,17.02,299,-52,-82,14,30,Y
fc:1a:11:de:c5:8f,14.03,13.49,13,-55,-74,8,19,Y
fc:e9:98:be:3e:c4,09.16,11.46,150,-53,-84,11,31,Y
00:08:22:4c:40:31,13.19,13.35,15,-55,-83,3,28,Y
00:08:22:62:93:ab,12.33,13.19,46,-54,-88,10,34,Y
00:08:22:76:52:4b,15.08,17.37,148,-26,-92,6,66,Y
00:16:6d:de:01:17,17.05,17.28,23,-52,-89,7,37,Y
00:61:71:56:29:3b,14.15,12.53,82,-44,-81,1,37,Y
00:71:cc:36:85:d4,09.20,12.32,191,-51,-90,2,39,Y
04:48:9a:cd:09:41,17.04,17.15,11,-57,-84,4,27,Y
0c:77:1a:15:12:32,09.00,17.58,538,-25,-63,1,38,Y
0c:84:dc:7b:ea:62,16.54,17.13,19,-46,-91,1,45,Y
10:f6:81:4f:c6:88,11.55,12.51,56,-25,-90,7,65,Y
10:f6:81:93:53:aa,13.31,14.19,48,-54,-84,12,30,Y
10:f6:81:93:53:aa,09.06,14.27,321,-49,-80,22,31,Y
10:f6:81:d5:20:ed,10.25,10.49,24,-50,-90,1,40,Y
10:f6:81:ee:ee:0f,15.13,12.49,144,-49,-82,1,33,Y
10:f6:81:f2:a1:a5,14.08,12.13,115,-56,-77,9,21,Y
14:2d:27:fe:88:f7,13.08,12.45,23,-57,-83,1,26,Y
14:36:c6:22:8c:89,15.56,16.06,9,-52,-74,3,22,Y
14:36:c6:75:cc:93,09.15,09.21,6,-48,0,0,0,Y
14:48:8b:47:0a:d8,12.45,13.07,21,-53,0,0,0,Y
14:99:e2:94:5e:e3,10.46,10.57,11,-44,0,0,0,Y
14:99:e2:b1:48:d4,11.07,11.13,5,-54,-84,7,30,Y
14:9f:e8:06:a6:5d,16.07,16.33,25,-44,0,0,0,Y
14:9f:e8:e5:40:a8,15.36,16.31,54,-54,-56,1,2,Y
18:dc:56:39:83:0a,09.46,10.2,33,-44,0,0,0,Y
18:dc:56:b9:2a:98,11.11,10.08,63,-51,-89,10,38,Y
18:dc:56:d0:30:2c,15.22,16.52,90,-50,-76,7,26,Y
18:dc:56:ee:c1:66,09.56,13.5,234,-45,0,0,0,Y
18:e3:bc:3d:03:02,15.47,16.14,27,-48,-72,3,24,Y
18:e3:bc:3d:03:02,13.24,17.28,244,-42,-86,7,44,Y
18:e3:bc:3f:9a:d2,14.06,14.19,12,-54,0,0,0,Y
20:a2:e4:1f:43:87,15.4,16.2,39,-53,0,0,0,Y
20:a2:e4:ac:19:40,13.18,14.26,68,-49,-86,15,37,Y
20:a2:e4:ac:19:40,13.33,17.19,226,-54,0,0,0,Y
24:24:0e:de:7d:f5,10.55,17.04,369,-49,-88,35,39,Y
24:24:0e:de:7d:f5,09.49,17.54,485,-54,-85,19,31,Y
24:24:0e:de:7d:f5,09.01,17.55,534,-48,-83,32,35,Y
28:56:5a:01:0e:89,10.25,10.42,16,-56,-77,8,21,Y
28:56:5a:01:0e:89,10.2,10.4,20,-57,-71,3,14,Y
28:56:5a:05:d4:3b,09.07,16.46,459,-52,0,0,0,Y
28:56:5a:25:8e:e5,10.51,10.58,6,-55,-73,1,18,Y
28:56:5a:60:4d:01,09.05,09.40,34,-51,0,0,0,Y
28:56:5a:60:4d:01,13.07,13.56,49,-52,-85,1,33,Y
28:56:5a:60:4d:01,13.34,17.04,209,-51,0,0,0,Y
28:fa:a0:03:08:2c,09.52,17.58,485,-50,-72,4,22,Y
28:fa:a0:0d:c7:42,15.46,17.17,90,-47,0,0,0,Y
28:fa:a0:0f:83:b4,12.26,13.09,43,-54,-86,1,32,Y
28:fa:a0:1f:37:80,12.51,17.04,253,-46,0,0,0,Y
28:fa:a0:20:68:a2,17.17,17.37,19,-45,0,0,0,Y
28:fa:a0:20:68:a2,09.00,12.48,227,-57,0,0,0,Y
28:fa:a0:20:68:a2,09.00,14.15,314,-51,-80,1,29,Y
28:fa:a0:26:4c:c8,09.58,14.01,242,-54,-86,5,32,Y
28:fa:a0:2d:e6:10,15.38,15.43,5,-57,0,0,0,Y
28:fa:a0:41:bd:b4,12.06,12.32,25,-53,0,0,0,Y
28:fa:a0:5d:af:1e,13.4,16.5,190,-50,-91,1,41,Y
28:fa:a0:95:ed:50,13.51,14.24,32,-53,-82,10,29,Y
28:fa:a0:9b:aa:0c,17.18,17.46,28,-43,-80,14,37,Y
28:fa:a0:9c:0e:86,09.11,11.36,144,-53,-87,9,34,Y
28:fa:a0:a8:06:9d,10.21,18,458,-51,-81,26,30,Y
28:fa:a0:a8:5e:83,14.28,14.42,14,-57,0,0,0,Y
28:fa:a0:a8:ec:ed,13.57,16.07,130,-57,-86,1,29,Y
28:fa:a0:ab:15:3f,09.02,10.04,61,-47,-80,30,33,Y
28:fa:a0:ab:15:3f,09.11,11.05,113,-52,-68,10,16,Y
28:fa:a0:ab:15:3f,14.41,17.04,143,-53,-56,3,3,Y
28:fa:a0:ae:ac:77,11.12,15.13,240,-50,0,0,0,Y
2c:28:2d:0e:3d:a1,10.46,17.15,389,-53,-83,1,30,Y
2c:28:2d:ac:7e:ff,13.56,15.13,77,-57,-86,3,29,Y
2c:5b:b8:11:a8:18,12.57,13.08,11,-54,-57,3,3,Y
2c:5b:b8:14:be:94,10.41,11.12,30,-56,0,0,0,Y
2c:5b:b8:2f:55:e7,10.02,11.49,107,-39,-81,11,42,Y
2c:5b:b8:2f:c5:01,12.14,12.35,20,-53,0,0,0,Y
2c:5b:b8:45:dd:64,09.06,09.20,14,-57,-79,2,22,Y
2c:5b:b8:55:d3:a5,14.07,14.15,8,-57,0,0,0,Y
2c:5b:b8:56:8a:0d,12.12,12.37,24,-55,-77,1,22,Y
2c:5b:b8:69:50:8e,09.58,17.53,474,-53,-92,14,39,Y
2c:5b:b8:6a:82:7d,10.03,11.07,64,-57,0,0,0,Y
2c:5b:b8:76:79:7d,15.39,17.17,98,-51,-91,10,40,Y
2c:5b:b8:76:79:7d,13.31,16.14,163,-54,-91,6,37,Y
2c:5b:b8:7a:61:d5,12.38,17.5,312,-54,-91,3,37,Y
2c:5b:b8:7c:0d:c2,13.5,16.33,162,-52,-89,9,37,Y
2c:5b:b8:85:4a:cc,12.04,12.27,23,-55,-89,10,34,Y
2c:5b:b8:8c:25:bf,13.52,14.01,8,-45,0,0,0,Y
2c:5b:b8:8c:6b:f8,17.02,17.13,10,-57,-79,9,22,Y
2c:5b:b8:94:c3:9b,13.02,13.08,6,-55,0,0,0,Y
2c:5b:b8:97:4b:24,14.5,15.01,10,-56,0,0,0,Y
2c:5b:b8:ac:97:53,09.21,09.33,11,-44,-86,1,42,Y
2c:5b:b8:b1:3f:08,16.35,17.04,29,-46,-74,9,28,Y
2c:5b:b8:b1:3f:08,10.14,12.58,163,-45,-86,8,41,Y
2c:5b:b8:b1:3f:08,09.02,17.51,528,-47,-63,11,16,Y
2c:5b:b8:b1:3f:08,09.02,17.54,531,-51,-79,5,28,Y
2c:5b:b8:b1:62:be,13.58,14.08,10,-51,-86,3,35,Y
2c:5b:b8:b9:ab:58,12.12,14.24,131,-56,-85,1,29,Y
2c:5b:b8:be:d5:b6,13.06,16.16,189,-46,-82,13,36,Y
2c:5b:b8:be:d5:b6,09.30,16.59,448,-51,-91,5,40,Y
2c:5b:b8:be:d5:b6,09.02,17.15,492,-46,-91,3,45,Y
2c:5b:b8:d1:4a:20,11.15,12.58,102,-56,-91,5,35,Y
2c:5b:b8:de:b5:d5,16.01,17.33,91,-57,-83,2,26,Y
2c:5b:b8:e3:d9:dc,09.02,15.54,412,-51,-85,7,34,Y
2c:5b:b8:e3:d9:dc,09.13,16.16,423,-47,-65,5,18,Y
2c:5b:b8:e3:d9:dc,09.06,17.15,489,-47,-72,7,25,Y
2c:5b:b8:ed:14:25,10.5,10.58,8,-57,0,0,0,Y
2c:5b:b8:ee:8a:b4,10.05,10.27,21,-58,-87,1,29,Y
2c:5b:b8:ee:b2:5c,16.59,17.19,20,-46,-79,28,33,Y
2c:5b:b8:f6:1f:0f,10.28,16.57,388,-57,0,0,0,Y
2c:8a:72:cf:bc:ab,17.36,17.58,21,-52,0,0,0,Y
30:9b:ad:83:10:bb,17.06,17.15,8,-51,0,0,0,Y
30:9b:ad:fb:15:97,15.22,16.26,63,-57,0,0,0,Y
34:36:3b:ac:9d:a8,16.05,16.36,30,-54,-66,2,12,Y
38:46:08:af:61:72,13.51,14.28,37,-53,-84,4,31,Y
38:46:08:d4:58:32,09.20,15.29,369,-51,0,0,0,Y
38:46:08:d4:58:32,09.44,17.36,472,-50,-85,1,35,Y
38:bc:1a:b9:89:ad,11,11.23,23,-54,-87,2,33,Y
38:bc:1a:b9:89:ad,17.31,17.59,28,-54,-89,1,35,Y
38:bc:1a:cd:67:ed,16.56,17.29,33,-47,-88,14,41,Y
38:bc:1a:da:92:42,10.27,10.36,9,-53,0,0,0,Y
38:bc:1a:da:92:42,15.08,17.13,124,-49,0,0,0,Y
38:bc:1a:ff:d7:aa,12.2,13.03,43,-27,0,0,0,Y
38:ca:da:2f:7c:d1,10.44,13.37,173,-47,-87,1,40,Y
3c:91:57:c9:bf:b5,13.02,13.08,6,-50,-88,8,38,Y
3c:91:57:d3:9c:d3,14.21,14.58,37,-48,-74,13,26,Y
3c:a3:48:14:c1:7a,09.37,10.14,37,-53,-85,1,32,Y
3c:a3:48:1b:63:3e,10.01,10.08,7,-53,-82,5,29,Y
3c:a3:48:34:85:4a,09.55,10.28,32,-47,-87,7,40,Y
3c:a3:48:3e:cc:96,12.14,12.54,39,-45,-88,2,43,Y
3c:a3:48:3f:0e:66,11.27,11.37,10,-50,-76,9,26,Y
3c:a3:48:3f:0e:66,15.23,15.36,13,-42,-89,29,47,Y
3c:a3:48:3f:0e:66,11.13,12,46,-50,-87,10,37,Y
3c:a3:48:3f:0e:66,14.46,15.44,58,-48,-73,10,25,Y
3c:a3:48:3f:0e:66,15.26,16.33,66,-46,0,0,0,Y
3c:a3:48:4b:62:64,11.33,12.35,61,-54,-85,2,31,Y
3c:a3:48:55:06:2a,13.31,14.34,63,-52,-75,1,23,Y
3c:a3:48:6c:f2:f0,12.04,12.12,8,-48,0,0,0,Y
3c:a3:48:98:f0:4c,11.58,14.47,168,-56,-85,2,29,Y
3c:a3:48:98:f0:4c,09.33,14.36,303,-48,0,0,0,Y
3c:a3:48:9e:b5:8f,12.55,13.05,9,-47,0,0,0,Y
3c:a3:48:a0:c5:e9,10.31,10.54,22,-54,-85,8,31,Y
3c:a3:48:a4:ad:35,14.24,14.43,18,-47,0,0,0,Y
3c:a3:48:a7:de:61,09.12,09.18,6,-46,0,0,0,Y
3c:a3:48:a7:ef:61,10.03,13.29,205,-44,0,0,0,Y
3c:a3:48:ab:d2:59,13.27,13.33,5,-52,-84,2,32,Y
3c:a3:48:bc:80:ac,16.56,17.37,41,-56,-75,1,19,Y
3c:a3:48:bc:80:ac,15.5,17.37,106,-46,0,0,0,Y
3c:a3:48:bc:80:ac,09.02,17.36,514,-51,0,0,0,Y
3c:a3:48:c7:6b:dc,14.11,14.56,44,-47,-85,6,38,Y
3c:a3:48:cd:15:f0,17.4,17.21,18,-46,-78,19,32,Y
3c:a3:48:ce:6e:1e,09.24,12.2,176,-50,-84,15,34,Y
3c:a3:48:d8:26:3e,17.23,17.41,17,-50,-90,8,40,Y
3c:cb:7c:17:a2:b0,17.28,17.37,8,-54,-74,3,20,Y
3c:d0:f8:26:ec:51,10.08,12.02,113,-54,-87,1,33,Y
40:33:1a:8c:79:43,12.09,12.19,9,-43,-82,1,39,Y
40:33:1a:8c:79:43,11.12,12.22,70,-47,-93,4,46,Y
40:45:da:10:e3:09,10.54,10.59,5,-46,-85,1,39,Y
40:45:da:13:2a:44,09.33,09.41,8,-56,-67,1,11,Y
40:45:da:ef:7d:63,15.33,16.07,33,-55,-83,1,28,Y
40:45:da:ef:7d:63,10.01,12.13,131,-57,-86,2,29,Y
48:13:f3:00:2f:d1,09.46,10.18,31,-50,-85,6,35,Y
48:13:f3:00:2f:d1,15.54,16.37,42,-45,-81,22,36,Y
48:13:f3:00:2f:d1,15.08,17.11,122,-53,-86,6,33,Y
48:13:f3:00:99:a4,10.49,11.23,33,-50,-88,10,38,Y
48:13:f3:00:ab:e9,13.4,12.32,67,-52,-86,3,34,Y
48:13:f3:01:38:0a,09.56,10.03,7,-51,-84,3,33,Y
48:13:f3:01:38:cd,09.56,11.23,87,-49,-78,8,29,Y
48:13:f3:01:38:cd,13.37,16.41,184,-49,0,0,0,Y
48:13:f3:40:81:fe,14.11,14.34,23,-53,-92,3,39,Y
48:28:2f:3d:c4:28,10.14,11.25,70,-49,0,0,0,Y
48:28:2f:3d:c4:28,15.41,17.48,126,-47,0,0,0,Y
48:28:2f:3d:c4:85,10.23,11.38,75,-49,0,0,0,Y
48:60:bc:b3:d3:6a,11.27,11.45,17,-57,-84,7,27,Y
48:6b:2c:24:61:9a,09.30,16.28,417,-39,-83,4,44,Y
48:6b:2c:24:61:9a,09.30,17.19,469,-40,-85,5,45,Y
48:6b:2c:2a:49:2e,13.24,13.33,8,-53,-90,13,37,Y
48:6b:2c:38:e1:42,16.32,17.15,43,-39,-87,5,48,Y
48:6b:2c:38:e1:42,12.35,17.28,293,-53,-93,16,40,Y
48:6b:2c:5a:93:e2,14.26,15.01,35,-56,-74,3,18,Y
48:6b:2c:94:4c:2e,17.28,16.23,65,-54,-71,2,17,Y
48:6b:2c:e2:dd:6c,13.09,12.57,11,-54,-78,21,24,Y
48:6b:2c:eb:6a:04,15.51,14.55,55,-54,0,0,0,Y
48:6b:2c:f1:86:72,12.51,13,8,-52,-87,1,35,Y
48:e9:f1:d3:4d:be,13.24,17.38,254,-51,0,0,0,Y
4c:7c:5f:38:3d:8b,14,14.51,50,-53,0,0,0,Y
4c:7c:5f:38:3d:8b,09.52,10.51,59,-57,0,0,0,Y
4c:8d:79:ca:20:37,09.39,15.22,342,-49,-79,2,30,Y
4c:8d:79:ca:20:37,09.30,16.04,394,-57,-86,11,29,Y
50:ea:d6:5d:59:bf,16.4,17.07,27,-59,-84,2,25,Y
54:14:73:e5:b2:40,10.25,10.36,11,-52,-73,6,21,Y
54:ae:27:80:09:64,15.03,16.22,79,-51,-89,13,38,Y
54:ae:27:c3:c3:d0,10.11,10.32,20,-53,-77,3,24,Y
60:92:17:cd:fe:eb,15.13,16.53,99,-54,-84,1,30,Y
60:d9:a0:df:0e:d6,13.37,15.4,123,-47,0,0,0,Y
60:d9:a0:df:0e:d6,13.37,17.18,221,-51,0,0,0,Y
60:d9:a0:f2:89:75,11.45,12.04,19,-59,-79,7,20,Y
60:d9:a0:fa:4a:68,17.24,17.29,5,-56,-86,2,30,Y
60:f8:1d:72:43:6a,13.45,12.57,47,-54,-56,2,2,Y
60:f8:1d:72:ce:a3,15.32,15.38,6,-50,0,0,0,Y
64:9a:be:99:29:c2,12.48,13.26,38,-53,-61,5,8,Y
68:3e:34:03:99:0c,10.54,16.01,307,-55,-71,2,16,Y
68:3e:34:17:5b:ef,10.31,17.04,393,-52,-79,5,27,Y
68:3e:34:18:c2:c9,10.53,11.14,20,-46,-89,3,43,Y
68:3e:34:19:f0:45,13.52,17.12,200,-46,-85,12,39,Y
68:3e:34:19:f0:45,09.00,17.11,490,-57,-83,8,26,Y
68:3e:34:19:f0:45,09.00,17.33,512,-54,-80,8,26,Y
68:3e:34:21:8a:a6,16.16,16.53,36,-52,0,0,0,Y
68:3e:34:44:7e:df,09.12,10.46,94,-25,0,0,0,Y
68:3e:34:45:d6:7b,12.13,15.08,175,-52,-83,8,31,Y
68:3e:34:50:c4:ec,13.35,17.13,218,-18,0,0,0,Y
68:3e:34:50:c4:ec,12.1,17.58,348,-48,-89,3,41,Y
68:3e:34:59:0a:6e,16.59,17.06,7,-52,0,0,0,Y
68:3e:34:5e:4d:54,11.17,11.32,14,-54,-90,18,36,Y
68:3e:34:71:d4:52,13.27,13.41,13,-52,-82,1,30,Y
68:3e:34:83:52:42,09.43,10.03,20,-45,-86,16,41,Y
68:3e:34:8f:d9:62,09.37,12.04,147,-55,0,0,0,Y
68:3e:34:99:fd:06,09.09,11.45,156,-56,-77,6,21,Y
68:3e:34:9a:dc:24,11.38,12.15,37,-53,0,0,0,Y
68:3e:34:c4:23:9a,16.51,16.59,8,-51,0,0,0,Y
68:3e:34:ce:21:59,09.18,16.33,435,-47,-75,3,28,Y
68:3e:34:ce:21:59,09.20,17.19,478,-41,-75,13,34,Y
68:3e:34:ce:21:59,09.18,17.18,480,-54,-75,4,21,Y
68:3e:34:cf:ce:28,13.12,13.24,11,-56,-85,1,29,Y
68:3e:34:d8:a1:6e,14.39,15.38,58,-55,0,0,0,Y
68:d9:3c:b2:d3:83,09.52,09.30,22,-56,-82,8,26,Y
68:d9:3c:b2:d3:83,09.12,16.5,457,-55,-74,5,19,Y
6c:25:b9:24:af:90,10.17,10.46,29,-57,0,0,0,Y
6c:25:b9:35:09:f8,14.36,16.14,97,-46,-84,4,38,Y
6c:25:b9:35:09:f8,12.3,14.42,132,-54,-77,3,23,Y
6c:25:b9:35:09:f8,09.02,14.28,326,-49,-82,4,33,Y
6c:25:b9:43:23:a0,17.16,17.22,5,-52,0,0,0,Y
6c:25:b9:47:b4:0c,10.32,11.37,64,-27,-86,5,59,Y
6c:25:b9:8f:52:08,12.26,12.42,16,-55,-69,5,14,Y
6c:25:b9:b9:67:42,10.15,10.55,39,-45,0,0,0,Y
6c:25:b9:c3:4e:6a,12.37,14.11,93,-50,-88,2,38,Y
6c:25:b9:c4:93:7a,16.34,14.26,127,-48,-87,1,39,Y
6c:25:b9:ec:d4:92,16.26,17.58,92,-49,-77,3,28,Y
6c:25:b9:fb:70:88,13.43,14.45,62,-52,-86,2,34,Y
6c:8b:2f:b7:95:ea,12.39,12.46,7,-49,-83,2,34,Y
74:04:2b:4b:da:7c,10.08,13.57,228,-54,-71,1,17,Y
74:04:2b:61:05:3e,12.51,13.58,67,-56,-80,2,24,Y
74:04:2b:61:4e:03,13.43,16.06,142,-55,-88,6,33,Y
74:ac:5f:2a:4a:9c,13.16,14.45,88,-52,-94,28,42,Y
74:ac:5f:2a:4a:9c,09.05,16.56,471,-43,-86,3,43,Y
74:ac:5f:be:28:27,10.05,13.24,198,-37,-88,4,51,Y
74:ac:5f:be:28:27,09.43,13.24,220,-52,-89,1,37,Y
74:ad:b7:47:ca:f5,10.3,10.36,6,-53,-81,4,28,Y
74:ad:b7:ac:e4:95,10.36,10.3,6,-48,-77,10,29,Y
74:ad:b7:ca:d8:1e,17.28,17.21,7,-49,-81,2,32,Y
74:e2:f5:2a:90:fb,13.03,13.28,25,-58,-73,3,15,Y
78:3a:84:84:9b:f1,17.54,17.28,25,-53,0,0,0,Y
78:7e:61:2c:2c:0c,09.34,17.58,504,-26,-90,15,64,Y
78:d7:5f:35:25:ed,09.00,17.5,530,-55,-63,6,8,Y
78:e8:b6:e4:a8:f4,12.32,14.21,108,-46,-76,1,30,Y
80:41:4e:73:4b:10,16.33,14.07,145,-54,-86,32,32,Y
80:41:4e:73:4b:10,09.05,15.41,396,-49,-89,11,40,Y
80:41:4e:8b:5c:b5,12.51,13.16,24,-54,0,0,0,Y
80:41:4e:b5:cc:ab,12.53,12.45,7,-55,-81,10,26,Y
80:41:4e:b5:cc:ab,16.14,16.35,20,-54,-75,3,21,Y
80:41:4e:b5:cc:ab,12.41,13.08,27,-52,-74,2,22,Y
80:41:4e:c5:c9:e3,16.35,16.41,6,-51,-86,6,35,Y
80:41:4e:cd:09:47,09.02,11.47,164,-48,-83,16,35,Y
80:41:4e:f1:2d:07,09.23,09.52,29,-52,-87,1,35,Y
80:56:f2:2f:b8:d1,17.1,17.46,35,-50,-85,9,35,Y
80:e6:50:96:c9:1e,15.33,15.26,7,-45,-85,1,40,Y
84:74:2a:a9:af:12,10.49,12.39,109,-35,0,0,0,Y
84:b1:53:8d:fb:84,09.41,10.18,36,-47,-86,2,39,Y
8c:0e:e3:60:5d:78,14.19,14.34,15,-54,-83,10,29,Y
8c:0e:e3:7b:07:2a,11.2,11.36,16,-49,-86,21,37,Y
90:27:e4:32:5a:c8,14.53,15.58,64,-57,0,0,0,Y
90:60:f1:a9:ec:b3,16.46,16.57,10,-33,-77,4,44,Y
90:60:f1:e5:7c:d6,14.04,14.27,22,-53,-84,3,31,Y
94:94:26:d9:24:83,13.23,16.01,158,-25,-78,6,53,Y
98:d6:bb:33:62:e1,15.31,16.01,29,-50,-79,4,29,Y
98:ff:d0:d3:e9:a8,10.09,17.2,431,-50,-85,1,35,Y
9c:a9:e4:7c:f3:fb,16.04,15.44,19,-56,-74,4,18,Y
9c:a9:e4:90:d0:6e,10.41,11.12,30,-58,-82,2,24,Y
9c:d2:4b:5b:a8:e7,16.04,17.31,87,-27,-87,1,60,Y
9c:fc:01:00:61:41,14.11,14.21,9,-43,-75,11,32,Y
a0:93:47:02:4d:4c,14.4,14.5,10,-51,-78,3,27,Y
a0:93:47:31:7e:34,14.35,14.55,19,-48,-74,18,26,Y
a0:93:47:41:d1:bd,09.54,17.38,464,-25,-90,1,65,Y
a0:93:47:43:c5:65,16.17,16.57,39,-55,-83,9,28,Y
a0:93:47:c2:f9:14,13.54,14.24,29,-54,-85,9,31,Y
a0:93:47:c3:f3:2a,09.00,15.32,391,-27,0,0,0,Y
a0:93:47:c4:f4:0c,13.29,15.36,127,-22,-93,26,71,Y
